cve_ent,poblacion,nombre,17-03-2020,18-03-2020,19-03-2020,20-03-2020,21-03-2020,22-03-2020,23-03-2020,24-03-2020,25-03-2020,26-03-2020,27-03-2020,28-03-2020,29-03-2020,30-03-2020,31-03-2020,01-04-2020,02-04-2020,03-04-2020,04-04-2020,05-04-2020,06-04-2020,07-04-2020,08-04-2020,09-04-2020,10-04-2020,11-04-2020,12-04-2020,13-04-2020,14-04-2020,15-04-2020,16-04-2020,17-04-2020,18-04-2020,19-04-2020,20-04-2020,21-04-2020,22-04-2020,23-04-2020,24-04-2020,25-04-2020,26-04-2020,27-04-2020,28-04-2020,29-04-2020,30-04-2020,01-05-2020,02-05-2020,03-05-2020,04-05-2020,05-05-2020,06-05-2020,07-05-2020,08-05-2020,09-05-2020,10-05-2020,11-05-2020,12-05-2020,13-05-2020,14-05-2020,15-05-2020,16-05-2020,17-05-2020,18-05-2020,19-05-2020,20-05-2020,21-05-2020,22-05-2020,23-05-2020,24-05-2020,25-05-2020,26-05-2020,27-05-2020,28-05-2020,29-05-2020,30-05-2020,31-05-2020,01-06-2020,02-06-2020,03-06-2020,04-06-2020,05-06-2020,06-06-2020,07-06-2020,08-06-2020,09-06-2020,10-06-2020,11-06-2020,12-06-2020,13-06-2020,14-06-2020,15-06-2020,16-06-2020,17-06-2020,18-06-2020,19-06-2020,20-06-2020,21-06-2020,22-06-2020,23-06-2020,24-06-2020,25-06-2020,26-06-2020,27-06-2020,28-06-2020,29-06-2020,30-06-2020,01-07-2020,02-07-2020,03-07-2020,04-07-2020,05-07-2020,06-07-2020,07-07-2020,08-07-2020,09-07-2020,10-07-2020,11-07-2020,12-07-2020,13-07-2020,14-07-2020,15-07-2020,16-07-2020,17-07-2020,18-07-2020,19-07-2020,20-07-2020,21-07-2020,22-07-2020,23-07-2020,24-07-2020,25-07-2020,26-07-2020,27-07-2020,28-07-2020,29-07-2020,30-07-2020,31-07-2020,01-08-2020,02-08-2020,03-08-2020,04-08-2020,05-08-2020,06-08-2020,07-08-2020,08-08-2020,09-08-2020,10-08-2020,11-08-2020,12-08-2020,13-08-2020,14-08-2020,15-08-2020,16-08-2020,17-08-2020,18-08-2020,19-08-2020,20-08-2020
"11",6228175,"GUANAJUATO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,2,1,0,3,0,0,0,2,3,3,1,3,2,0,0,2,3,3,2,3,3,2,3,4,6,4,1,3,1,4,2,4,3,1,5,3,1,2,5,3,2,6,3,4,4,1,2,5,2,5,4,5,7,13,9,12,8,15,13,10,11,6,12,13,9,21,15,20,13,12,16,15,16,13,21,13,25,17,16,25,18,22,25,20,23,28,26,19,22,30,14,20,18,13,12,25,19,23,28,27,18,37,23,24,32,23,19,30,21,23,19,15,20,25,18,16,29,19,17,11,10,11,16,10,11,14,7,3,0
"12",3657048,"GUERRERO",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,1,1,3,0,1,3,4,3,7,3,3,1,4,1,8,5,4,2,2,8,4,4,5,10,6,4,11,6,8,7,8,8,13,14,16,16,12,23,17,18,18,19,27,21,24,17,21,16,23,20,28,17,17,22,19,23,22,19,22,18,18,27,22,15,19,24,19,29,14,16,29,15,15,16,21,24,20,19,20,10,11,14,20,12,13,22,10,13,15,13,7,14,24,12,9,11,13,11,14,15,11,14,10,14,14,9,6,6,10,8,9,10,8,13,7,5,10,6,9,6,5,4,10,2,13,10,5,10,4,0
"13",3086414,"HIDALGO",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,2,3,0,0,2,1,1,2,2,2,1,7,8,1,5,2,5,9,2,7,10,10,7,8,9,6,10,8,12,9,14,15,9,12,14,7,16,17,12,11,11,12,11,12,12,11,11,13,9,6,16,5,3,3,12,15,8,12,10,5,8,16,10,11,12,12,11,8,10,8,12,13,7,18,6,12,11,6,17,13,10,5,9,6,10,10,8,14,11,17,14,14,14,15,16,13,8,14,17,12,9,15,20,13,17,16,16,18,17,11,18,18,23,18,21,13,14,15,26,22,18,14,17,10,11,21,10,6,0
"14",8409693,"JALISCO",0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,2,1,1,3,1,3,2,0,1,3,2,3,0,4,3,3,3,5,3,0,3,3,2,3,3,4,7,9,5,3,1,6,9,2,4,3,8,5,4,3,5,14,10,19,10,18,23,17,16,21,13,22,13,22,26,14,27,17,24,27,16,24,26,26,21,26,26,27,19,23,26,33,20,31,21,32,37,28,27,25,26,27,21,34,29,30,23,36,28,17,21,28,30,33,19,31,22,28,22,31,35,17,35,18,29,22,25,30,30,33,28,32,23,16,34,28,21,23,22,23,18,14,2,0
"15",17427790,"MEXICO",0,1,0,0,0,0,0,0,0,0,0,4,1,1,2,1,5,3,5,5,4,10,6,5,7,13,17,19,16,18,16,22,28,27,34,35,38,35,48,47,67,50,57,68,64,74,63,64,92,63,55,66,60,62,64,69,58,85,75,92,87,101,93,99,82,100,96,83,106,97,109,94,93,102,106,109,106,98,121,106,102,107,112,112,128,113,121,109,106,106,122,124,111,95,107,79,82,95,88,82,67,82,90,89,123,85,82,95,61,70,83,109,78,85,78,73,85,68,66,71,74,86,68,74,81,64,67,54,62,66,67,65,65,51,55,51,51,61,50,57,55,51,62,38,42,57,63,42,47,34,45,35,46,33,23,5,1
"16",4825401,"MICHOACAN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,1,0,4,2,1,2,0,1,2,4,0,1,3,2,4,3,1,3,5,5,2,1,1,4,5,0,2,4,4,3,3,2,6,10,4,6,7,4,8,9,10,7,4,9,11,6,12,8,3,4,8,8,6,7,14,7,9,7,12,8,11,12,9,14,18,19,15,24,12,14,14,10,8,10,10,6,8,17,11,6,7,12,9,5,8,10,10,7,10,5,8,15,10,12,8,14,6,12,4,4,5,3,5,8,11,15,17,13,11,14,8,7,14,8,18,7,9,10,14,15,14,14,12,12,7,10,14,9,10,6,4,0
"17",2044058,"MORELOS",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,3,1,2,1,3,0,4,6,6,8,6,4,7,8,7,9,11,8,15,16,12,20,16,14,12,13,13,16,16,12,22,10,10,9,10,15,18,22,15,9,15,7,9,10,6,7,5,7,12,13,13,6,7,8,11,8,9,9,12,8,8,9,8,7,11,7,5,9,3,9,7,9,4,1,7,3,4,9,6,8,4,6,5,4,3,3,4,4,7,4,2,7,4,3,5,4,3,8,3,5,1,4,12,4,3,2,3,2,2,3,3,3,10,6,5,9,6,3,4,5,9,2,6,3,1,7,3,3,1,0
"18",1288571,"NAYARIT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,3,2,0,1,1,0,2,1,0,0,4,2,2,3,2,3,0,2,1,0,2,0,3,5,6,2,6,5,1,6,3,3,0,8,4,7,5,3,4,1,1,8,4,5,7,5,9,9,9,3,6,5,8,1,6,7,7,3,1,1,4,3,7,7,6,5,8,4,5,6,8,6,4,5,6,3,13,5,9,7,10,1,9,8,6,9,10,6,3,7,11,6,6,7,7,3,7,7,6,3,2,6,9,11,3,4,3,3,0
"19",5610153,"NUEVO LEON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,0,2,1,1,1,1,2,2,2,1,2,3,2,2,3,2,2,0,3,3,3,4,4,3,4,3,3,4,5,6,3,3,2,1,9,5,4,4,6,3,2,4,2,6,10,3,7,3,5,6,6,5,10,10,5,13,11,11,11,10,7,14,10,11,11,10,20,12,14,16,22,20,28,19,18,26,26,18,23,25,14,22,26,29,29,39,30,29,37,33,29,36,40,35,37,27,36,45,47,27,28,28,32,36,30,37,38,41,44,26,45,32,31,32,40,27,31,37,30,23,12,0
"20",4143593,"OAXACA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,4,1,0,1,3,0,1,4,1,1,2,4,3,4,4,5,4,2,4,5,6,7,8,3,7,7,12,5,3,7,9,14,11,8,11,9,13,16,16,14,12,6,14,5,14,17,17,24,22,12,17,26,12,17,22,20,12,10,6,15,19,21,15,12,16,12,9,5,10,17,7,11,17,16,14,16,9,14,14,10,13,17,17,15,10,13,7,15,8,9,18,12,12,6,4,10,15,6,8,10,8,11,13,9,10,14,11,10,9,6,8,8,10,9,8,10,3,4,2,1
"21",6604451,"PUEBLA",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,3,3,4,8,1,2,5,5,2,3,4,4,5,5,7,7,8,3,7,5,6,6,9,5,12,9,8,11,5,13,13,13,8,11,8,8,5,15,17,14,14,17,14,11,10,20,24,18,28,23,17,28,21,19,24,19,23,24,34,32,25,33,20,35,28,24,31,31,19,36,36,35,35,40,38,39,25,33,45,46,28,22,22,27,22,26,32,36,32,28,47,34,41,40,35,39,32,28,28,36,51,23,28,42,39,35,32,35,44,35,38,37,42,42,35,32,43,42,31,30,31,30,28,31,28,28,20,22,32,34,26,29,24,32,28,19,10,4,0
"22",2279637,"QUERETARO",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,2,0,0,0,4,2,3,1,2,4,8,8,1,3,5,9,2,5,3,5,5,6,2,6,2,7,5,6,5,9,3,7,7,3,7,2,8,7,9,4,7,7,5,6,6,5,3,5,5,3,3,5,9,5,6,5,6,10,4,8,6,5,7,10,4,3,1,7,8,3,4,7,8,5,6,8,3,8,6,4,6,7,2,6,5,6,9,8,11,3,3,9,8,4,9,7,10,6,3,4,10,10,7,3,7,1,0
"23",1723259,"QUINTANA ROO",0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,2,1,1,2,2,3,3,2,2,5,5,3,0,1,4,6,7,10,8,6,7,16,10,10,14,9,12,11,14,5,8,6,7,9,8,5,9,8,6,12,7,11,10,6,5,10,8,4,6,5,3,10,6,6,7,7,8,8,6,12,7,4,5,8,9,12,5,7,8,4,6,7,6,4,4,6,6,5,5,8,8,5,7,10,10,6,10,13,9,10,7,9,6,16,10,13,10,22,16,14,11,12,18,11,9,20,12,15,27,24,14,16,16,14,13,13,16,10,16,18,9,18,21,18,10,11,11,15,12,17,21,9,7,8,13,8,9,11,4,0
"24",2866142,"SAN LUIS POTOSI",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,2,1,1,1,1,1,0,1,1,0,1,2,4,5,2,0,3,1,2,3,2,3,3,1,1,2,2,4,6,1,5,5,2,8,6,6,3,4,8,4,2,2,0,7,2,2,3,5,7,7,6,12,11,7,4,8,4,11,8,3,5,3,7,12,10,7,10,11,6,12,15,14,13,22,14,8,18,18,20,23,31,19,18,13,21,33,14,20,20,11,22,26,18,23,15,15,12,18,12,21,15,14,16,6,3,13,6,0,0
"25",3156674,"SINALOA",0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3,2,5,0,1,3,6,7,10,8,7,8,5,6,4,5,5,4,10,6,8,7,6,11,10,10,8,11,12,16,6,9,12,21,6,13,11,4,6,13,15,4,16,17,14,18,18,15,15,24,16,19,15,18,17,28,23,22,23,28,30,27,40,27,34,25,31,36,20,22,21,48,26,26,31,30,31,28,22,24,34,32,31,29,29,27,35,30,29,22,19,24,36,27,37,27,27,28,33,14,22,28,35,29,33,23,33,21,37,29,16,22,21,21,24,27,27,17,19,15,23,19,9,18,27,12,20,22,14,20,11,12,16,14,13,5,9,14,5,1,0
"26",3074745,"SONORA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,1,3,0,1,2,0,1,0,2,3,3,3,1,1,1,0,3,1,3,1,1,3,1,2,0,0,4,2,2,4,4,1,5,6,5,7,8,7,9,10,4,9,14,11,14,16,12,14,23,18,13,18,13,15,25,34,25,22,28,24,33,34,36,25,31,37,38,33,37,29,32,23,36,51,48,44,38,32,41,42,35,42,39,36,40,36,40,40,38,49,46,43,38,39,45,36,41,27,32,29,25,41,21,36,21,16,31,32,21,15,25,15,14,10,13,21,12,14,16,9,4,4,15,7,9,6,5,6,5,3,1,0
"27",2572287,"TABASCO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3,3,0,1,1,0,1,2,4,5,3,3,10,9,8,8,3,10,11,7,10,10,6,9,9,10,17,13,13,14,7,15,11,23,13,13,15,11,13,15,24,17,17,14,16,21,19,22,21,17,12,22,18,19,18,28,11,23,19,16,16,17,10,17,15,16,17,12,18,16,17,21,23,14,22,18,10,23,16,14,14,21,22,26,25,25,29,16,27,24,17,31,39,34,23,31,33,34,31,38,27,27,33,39,24,26,33,37,32,29,20,32,24,26,27,20,32,24,22,17,20,13,17,15,10,16,18,21,15,18,19,13,11,13,7,4,7,0
"28",3650602,"TAMAULIPAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4,0,0,3,1,3,1,2,1,0,3,2,3,1,1,1,3,4,6,3,4,4,3,3,6,2,3,0,4,5,2,5,4,3,5,4,3,4,10,2,7,9,6,6,7,5,2,2,5,7,7,9,5,11,6,19,15,12,19,22,19,9,16,27,19,12,23,25,29,26,28,30,18,26,16,35,36,36,31,31,19,18,13,14,37,15,22,33,25,26,28,25,28,20,30,25,21,28,30,20,22,23,16,22,23,18,27,19,20,14,19,21,16,14,17,12,8,12,13,8,7,3,0
"29",1380011,"TLAXCALA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,2,0,2,2,1,1,2,2,4,4,5,3,2,3,2,6,4,3,2,7,1,1,10,9,4,2,8,9,7,3,6,5,5,2,5,13,3,6,5,9,4,0,10,9,9,6,14,4,7,7,13,10,16,11,7,7,5,6,9,5,9,7,12,11,4,5,8,5,13,10,5,8,9,10,10,6,7,8,9,14,11,8,9,12,11,6,19,18,8,12,16,11,13,12,17,14,11,7,16,11,9,10,6,8,13,7,7,16,6,3,4,12,5,11,8,3,4,4,3,3,2,4,1,0
"30",8539862,"VERACRUZ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,1,1,2,6,4,3,6,2,4,9,10,6,3,12,3,7,15,13,12,15,17,13,19,28,22,25,24,20,36,25,19,22,32,36,37,27,33,28,30,30,34,24,31,25,38,27,35,33,35,25,40,29,32,42,38,40,33,32,30,34,40,41,31,27,34,42,40,26,29,34,44,36,41,37,42,30,24,28,33,36,38,44,39,48,44,43,28,26,39,36,35,50,41,42,46,41,36,34,34,38,41,44,39,38,42,32,32,27,38,34,29,19,22,22,29,22,25,22,21,19,18,12,12,9,7,5,0
"31",2259098,"YUCATAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,3,0,0,1,0,3,1,1,0,1,2,3,1,4,2,2,1,1,3,3,1,2,5,2,2,7,4,3,2,1,7,6,7,5,7,1,3,8,5,3,11,5,6,8,2,7,10,9,8,7,9,5,10,8,2,5,4,6,4,5,9,10,6,5,8,12,13,6,7,10,3,9,7,6,8,19,16,8,6,6,15,23,15,10,14,16,8,19,19,9,13,20,10,9,16,13,23,13,7,15,10,13,20,22,22,16,12,12,20,20,14,8,17,17,13,17,18,17,19,11,13,13,18,14,13,19,10,13,9,10,13,5,0
"32",1666426,"ZACATECAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,3,3,1,1,0,0,0,1,1,0,1,1,1,2,0,1,0,2,0,0,1,1,0,1,1,1,1,1,1,1,1,3,2,2,2,1,3,5,2,2,2,1,0,4,3,2,5,6,1,2,2,1,2,1,2,3,0,4,3,4,3,6,3,2,1,3,7,5,3,6,4,4,1,6,8,5,3,6,5,5,6,2,6,9,7,12,2,7,7,3,7,12,5,10,7,10,9,9,16,10,5,7,6,6,3,7,1,9,3,3,0
"000",127792286,"Nacional",0,2,0,1,0,1,1,2,2,8,7,14,8,12,22,19,26,32,33,27,53,56,46,53,66,68,72,80,92,95,80,110,110,136,165,156,165,163,196,223,235,211,208,268,263,292,261,263,333,312,300,296,321,308,320,343,343,377,415,427,397,450,453,457,461,450,437,432,468,482,481,456,485,444,481,508,550,502,536,531,510,546,566,603,566,590,551,608,568,592,583,647,627,568,547,487,561,554,551,541,518,574,578,559,628,590,564,560,557,584,624,679,646,593,606,559,583,583,630,607,612,627,584,563,602,604,637,549,599,564,579,584,601,585,495,555,495,521,500,548,575,511,501,459,491,468,478,473,420,397,389,372,349,325,245,100,2
